Timestamp,Path,Target,Pos,Depth
1763024570.2749162,Home,Setting,"(81, 701)",1
1763024571.5152962,Home / Quick Settings / Profile Setting,Profile_Setting,"(443, 579)",3
1763024572.247506,Home / Quick Settings / Profile Setting,Keyboard_Shown,"(476, 158)",3
1763024572.3471775,Home / Quick Settings / Profile Setting,Null,"(476, 157)",3
