Timestamp,Path,Target,Pos,Depth
1763024429.380654,Home,Navi,"(463, 686)",1
1763024429.8907216,Home / Navigation,Destination,"(508, 257)",2
1763024440.038751,Home / Navigation / Destination,Key_8,"(945, 454)",3
1763024440.454883,Home / Navigation / Destination,Key_U,"(929, 488)",3
1763024440.9853184,Home / Navigation / Destination,Search_Enter_8U,"(564, 636)",3
1763024442.2356572,Home / Navigation / Destination,Back,"(1225, 17)",3
